                                                                                                                                    
{'loss': '0.6907', 'grad_norm': '8.051', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.003895', 'rewards/rejected': '-0.001461', 'rewards/accuracies': '0.3375', 'rewards/margins': '0.005356', 'logps/chosen': '-154.8', 'logps/rejected': '-68.84', 'logits/chosen': '1.663', 'logits/rejected': '1.634', 'epoch': '0.0107'}
{'loss': '0.6643', 'grad_norm': '9.68', 'learning_rate': '4.826e-07', 'rewards/chosen': '0.04197', 'rewards/rejected': '-0.01726', 'rewards/accuracies': '0.8875', 'rewards/margins': '0.05923', 'logps/chosen': '-152.7', 'logps/rejected': '-69.11', 'logits/chosen': '1.62', 'logits/rejected': '1.662', 'epoch': '0.1391'}
{'loss': '0.653', 'grad_norm': '7.898', 'learning_rate': '4.766e-07', 'rewards/chosen': '0.05574', 'rewards/rejected': '-0.0269', 'rewards/accuracies': '0.95', 'rewards/margins': '0.08264', 'logps/chosen': '-149.3', 'logps/rejected': '-68.16', 'logits/chosen': '1.655', 'logits/rejected': '1.669', 'epoch': '0.1499'}
{'loss': '0.6523', 'grad_norm': '9.091', 'learning_rate': '4.707e-07', 'rewards/chosen': '0.05837', 'rewards/rejected': '-0.02586', 'rewards/accuracies': '0.95', 'rewards/margins': '0.08423', 'logps/chosen': '-164.4', 'logps/rejected': '-69.41', 'logits/chosen': '1.632', 'logits/rejected': '1.722', 'epoch': '0.1606'}
{'loss': '0.6443', 'grad_norm': '10.15', 'learning_rate': '4.647e-07', 'rewards/chosen': '0.06703', 'rewards/rejected': '-0.03424', 'rewards/accuracies': '0.95', 'rewards/margins': '0.1013', 'logps/chosen': '-163.4', 'logps/rejected': '-69.34', 'logits/chosen': '1.73', 'logits/rejected': '1.696', 'epoch': '0.1713'}
{'loss': '0.6333', 'grad_norm': '8.44', 'learning_rate': '4.587e-07', 'rewards/chosen': '0.08342', 'rewards/rejected': '-0.04109', 'rewards/accuracies': '0.9875', 'rewards/margins': '0.1245', 'logps/chosen': '-160.3', 'logps/rejected': '-69.94', 'logits/chosen': '1.711', 'logits/rejected': '1.668', 'epoch': '0.182'}
{'loss': '0.6187', 'grad_norm': '8.419', 'learning_rate': '4.527e-07', 'rewards/chosen': '0.1046', 'rewards/rejected': '-0.0513', 'rewards/accuracies': '1', 'rewards/margins': '0.1559', 'logps/chosen': '-156.5', 'logps/rejected': '-68.96', 'logits/chosen': '1.692', 'logits/rejected': '1.642', 'epoch': '0.1927'}
{'loss': '0.6079', 'grad_norm': '8.724', 'learning_rate': '4.467e-07', 'rewards/chosen': '0.1138', 'rewards/rejected': '-0.06594', 'rewards/accuracies': '0.9875', 'rewards/margins': '0.1798', 'logps/chosen': '-158.3', 'logps/rejected': '-70.51', 'logits/chosen': '1.785', 'logits/rejected': '1.642', 'epoch': '0.2034'}
{'loss': '0.6072', 'grad_norm': '8.375', 'learning_rate': '4.407e-07', 'rewards/chosen': '0.122', 'rewards/rejected': '-0.05971', 'rewards/accuracies': '1', 'rewards/margins': '0.1817', 'logps/chosen': '-152.3', 'logps/rejected': '-68.18', 'logits/chosen': '1.696', 'logits/rejected': '1.649', 'epoch': '0.2141'}
{'loss': '0.5922', 'grad_norm': '9.961', 'learning_rate': '4.347e-07', 'rewards/chosen': '0.1458', 'rewards/rejected': '-0.06968', 'rewards/accuracies': '0.9875', 'rewards/margins': '0.2155', 'logps/chosen': '-157.9', 'logps/rejected': '-70.62', 'logits/chosen': '1.639', 'logits/rejected': '1.738', 'epoch': '0.2248'}
{'loss': '0.5804', 'grad_norm': '7.363', 'learning_rate': '4.287e-07', 'rewards/chosen': '0.1577', 'rewards/rejected': '-0.08378', 'rewards/accuracies': '1', 'rewards/margins': '0.2415', 'logps/chosen': '-148.5', 'logps/rejected': '-69.18', 'logits/chosen': '1.662', 'logits/rejected': '1.703', 'epoch': '0.2355'}
{'loss': '0.5705', 'grad_norm': '8.222', 'learning_rate': '4.228e-07', 'rewards/chosen': '0.1702', 'rewards/rejected': '-0.09444', 'rewards/accuracies': '0.9875', 'rewards/margins': '0.2647', 'logps/chosen': '-154.8', 'logps/rejected': '-70.15', 'logits/chosen': '1.631', 'logits/rejected': '1.727', 'epoch': '0.2462'}
{'loss': '0.5626', 'grad_norm': '7.792', 'learning_rate': '4.168e-07', 'rewards/chosen': '0.184', 'rewards/rejected': '-0.09992', 'rewards/accuracies': '1', 'rewards/margins': '0.2839', 'logps/chosen': '-151.8', 'logps/rejected': '-70.28', 'logits/chosen': '1.694', 'logits/rejected': '1.751', 'epoch': '0.2569'}
{'loss': '0.5435', 'grad_norm': '7.754', 'learning_rate': '4.108e-07', 'rewards/chosen': '0.2128', 'rewards/rejected': '-0.1157', 'rewards/accuracies': '1', 'rewards/margins': '0.3285', 'logps/chosen': '-156.7', 'logps/rejected': '-70.46', 'logits/chosen': '1.737', 'logits/rejected': '1.688', 'epoch': '0.2676'}
{'loss': '0.5364', 'grad_norm': '7.714', 'learning_rate': '4.048e-07', 'rewards/chosen': '0.2308', 'rewards/rejected': '-0.1145', 'rewards/accuracies': '1', 'rewards/margins': '0.3453', 'logps/chosen': '-159.9', 'logps/rejected': '-69.31', 'logits/chosen': '1.746', 'logits/rejected': '1.71', 'epoch': '0.2783'}
{'loss': '0.5304', 'grad_norm': '7.214', 'learning_rate': '3.988e-07', 'rewards/chosen': '0.2256', 'rewards/rejected': '-0.1366', 'rewards/accuracies': '1', 'rewards/margins': '0.3622', 'logps/chosen': '-158.9', 'logps/rejected': '-70.51', 'logits/chosen': '1.657', 'logits/rejected': '1.717', 'epoch': '0.289'}
{'loss': '0.5204', 'grad_norm': '7.36', 'learning_rate': '3.928e-07', 'rewards/chosen': '0.239', 'rewards/rejected': '-0.1475', 'rewards/accuracies': '1', 'rewards/margins': '0.3865', 'logps/chosen': '-156.6', 'logps/rejected': '-70.24', 'logits/chosen': '1.729', 'logits/rejected': '1.738', 'epoch': '0.2997'}
{'loss': '0.5043', 'grad_norm': '8.671', 'learning_rate': '3.868e-07', 'rewards/chosen': '0.2613', 'rewards/rejected': '-0.1654', 'rewards/accuracies': '1', 'rewards/margins': '0.4268', 'logps/chosen': '-163.2', 'logps/rejected': '-71.92', 'logits/chosen': '1.8', 'logits/rejected': '1.791', 'epoch': '0.3104'}
{'loss': '0.4845', 'grad_norm': '7.485', 'learning_rate': '3.808e-07', 'rewards/chosen': '0.2986', 'rewards/rejected': '-0.1791', 'rewards/accuracies': '1', 'rewards/margins': '0.4777', 'logps/chosen': '-156.4', 'logps/rejected': '-69.76', 'logits/chosen': '1.699', 'logits/rejected': '1.74', 'epoch': '0.3211'}
{'loss': '0.4894', 'grad_norm': '7.136', 'learning_rate': '3.749e-07', 'rewards/chosen': '0.2872', 'rewards/rejected': '-0.1787', 'rewards/accuracies': '1', 'rewards/margins': '0.4659', 'logps/chosen': '-153.4', 'logps/rejected': '-70.77', 'logits/chosen': '1.791', 'logits/rejected': '1.726', 'epoch': '0.3318'}
{'loss': '0.4692', 'grad_norm': '6.621', 'learning_rate': '3.689e-07', 'rewards/chosen': '0.3178', 'rewards/rejected': '-0.2031', 'rewards/accuracies': '1', 'rewards/margins': '0.5209', 'logps/chosen': '-168.5', 'logps/rejected': '-70.64', 'logits/chosen': '1.746', 'logits/rejected': '1.742', 'epoch': '0.3425'}
{'loss': '0.452', 'grad_norm': '7.193', 'learning_rate': '3.629e-07', 'rewards/chosen': '0.3489', 'rewards/rejected': '-0.2167', 'rewards/accuracies': '1', 'rewards/margins': '0.5656', 'logps/chosen': '-177.9', 'logps/rejected': '-70.68', 'logits/chosen': '1.809', 'logits/rejected': '1.738', 'epoch': '0.3532'}
{'loss': '0.4329', 'grad_norm': '7.172', 'learning_rate': '3.569e-07', 'rewards/chosen': '0.3751', 'rewards/rejected': '-0.2469', 'rewards/accuracies': '1', 'rewards/margins': '0.622', 'logps/chosen': '-159.9', 'logps/rejected': '-70.72', 'logits/chosen': '1.77', 'logits/rejected': '1.795', 'epoch': '0.3639'}
{'loss': '0.4424', 'grad_norm': '5.95', 'learning_rate': '3.509e-07', 'rewards/chosen': '0.351', 'rewards/rejected': '-0.2428', 'rewards/accuracies': '1', 'rewards/margins': '0.5938', 'logps/chosen': '-158', 'logps/rejected': '-70.19', 'logits/chosen': '1.778', 'logits/rejected': '1.764', 'epoch': '0.3746'}
{'loss': '0.4252', 'grad_norm': '7.17', 'learning_rate': '3.449e-07', 'rewards/chosen': '0.3759', 'rewards/rejected': '-0.2695', 'rewards/accuracies': '1', 'rewards/margins': '0.6454', 'logps/chosen': '-163.9', 'logps/rejected': '-70.52', 'logits/chosen': '1.764', 'logits/rejected': '1.779', 'epoch': '0.3853'}
{'loss': '0.4226', 'grad_norm': '6.479', 'learning_rate': '3.389e-07', 'rewards/chosen': '0.3808', 'rewards/rejected': '-0.2748', 'rewards/accuracies': '1', 'rewards/margins': '0.6556', 'logps/chosen': '-158.6', 'logps/rejected': '-70.65', 'logits/chosen': '1.748', 'logits/rejected': '1.74', 'epoch': '0.396'}
{'loss': '0.3966', 'grad_norm': '6.613', 'learning_rate': '3.329e-07', 'rewards/chosen': '0.4357', 'rewards/rejected': '-0.2972', 'rewards/accuracies': '1', 'rewards/margins': '0.7329', 'logps/chosen': '-165.7', 'logps/rejected': '-71.84', 'logits/chosen': '1.728', 'logits/rejected': '1.729', 'epoch': '0.4067'}
{'loss': '0.3839', 'grad_norm': '6.129', 'learning_rate': '3.269e-07', 'rewards/chosen': '0.4667', 'rewards/rejected': '-0.3033', 'rewards/accuracies': '1', 'rewards/margins': '0.7699', 'logps/chosen': '-152.3', 'logps/rejected': '-72.23', 'logits/chosen': '1.676', 'logits/rejected': '1.773', 'epoch': '0.4174'}
{'loss': '0.3911', 'grad_norm': '6.235', 'learning_rate': '3.21e-07', 'rewards/chosen': '0.4303', 'rewards/rejected': '-0.3185', 'rewards/accuracies': '1', 'rewards/margins': '0.7488', 'logps/chosen': '-157.1', 'logps/rejected': '-71.56', 'logits/chosen': '1.757', 'logits/rejected': '1.77', 'epoch': '0.4282'}
{'loss': '0.3686', 'grad_norm': '6.289', 'learning_rate': '3.15e-07', 'rewards/chosen': '0.502', 'rewards/rejected': '-0.3258', 'rewards/accuracies': '1', 'rewards/margins': '0.8278', 'logps/chosen': '-161.8', 'logps/rejected': '-72.34', 'logits/chosen': '1.759', 'logits/rejected': '1.731', 'epoch': '0.4389'}
{'loss': '0.3737', 'grad_norm': '5.92', 'learning_rate': '3.09e-07', 'rewards/chosen': '0.458', 'rewards/rejected': '-0.3438', 'rewards/accuracies': '1', 'rewards/margins': '0.8018', 'logps/chosen': '-161.3', 'logps/rejected': '-71.51', 'logits/chosen': '1.789', 'logits/rejected': '1.846', 'epoch': '0.4496'}
{'loss': '0.3705', 'grad_norm': '6.107', 'learning_rate': '3.03e-07', 'rewards/chosen': '0.4669', 'rewards/rejected': '-0.3514', 'rewards/accuracies': '1', 'rewards/margins': '0.8183', 'logps/chosen': '-159.9', 'logps/rejected': '-71.77', 'logits/chosen': '1.747', 'logits/rejected': '1.802', 'epoch': '0.4603'}
{'loss': '0.3579', 'grad_norm': '5.835', 'learning_rate': '2.97e-07', 'rewards/chosen': '0.4986', 'rewards/rejected': '-0.3631', 'rewards/accuracies': '1', 'rewards/margins': '0.8617', 'logps/chosen': '-155.3', 'logps/rejected': '-72.45', 'logits/chosen': '1.806', 'logits/rejected': '1.818', 'epoch': '0.471'}
{'loss': '0.3429', 'grad_norm': '6.262', 'learning_rate': '2.91e-07', 'rewards/chosen': '0.5376', 'rewards/rejected': '-0.3781', 'rewards/accuracies': '1', 'rewards/margins': '0.9157', 'logps/chosen': '-160.7', 'logps/rejected': '-73.22', 'logits/chosen': '1.769', 'logits/rejected': '1.795', 'epoch': '0.4817'}
{'loss': '0.3391', 'grad_norm': '5.368', 'learning_rate': '2.85e-07', 'rewards/chosen': '0.5243', 'rewards/rejected': '-0.3997', 'rewards/accuracies': '1', 'rewards/margins': '0.924', 'logps/chosen': '-155.5', 'logps/rejected': '-72.81', 'logits/chosen': '1.795', 'logits/rejected': '1.773', 'epoch': '0.4924'}
{'loss': '0.3294', 'grad_norm': '5.636', 'learning_rate': '2.79e-07', 'rewards/chosen': '0.5344', 'rewards/rejected': '-0.4236', 'rewards/accuracies': '1', 'rewards/margins': '0.958', 'logps/chosen': '-163.6', 'logps/rejected': '-73.2', 'logits/chosen': '1.818', 'logits/rejected': '1.814', 'epoch': '0.5031'}
{'loss': '0.3123', 'grad_norm': '5.684', 'learning_rate': '2.731e-07', 'rewards/chosen': '0.5831', 'rewards/rejected': '-0.4402', 'rewards/accuracies': '1', 'rewards/margins': '1.023', 'logps/chosen': '-160.8', 'logps/rejected': '-73.28', 'logits/chosen': '1.775', 'logits/rejected': '1.768', 'epoch': '0.5138'}
{'loss': '0.3131', 'grad_norm': '5.384', 'learning_rate': '2.671e-07', 'rewards/chosen': '0.5765', 'rewards/rejected': '-0.4463', 'rewards/accuracies': '1', 'rewards/margins': '1.023', 'logps/chosen': '-166.5', 'logps/rejected': '-74.19', 'logits/chosen': '1.763', 'logits/rejected': '1.845', 'epoch': '0.5245'}
{'loss': '0.3194', 'grad_norm': '5.075', 'learning_rate': '2.611e-07', 'rewards/chosen': '0.5642', 'rewards/rejected': '-0.4401', 'rewards/accuracies': '1', 'rewards/margins': '1.004', 'logps/chosen': '-144.3', 'logps/rejected': '-72.78', 'logits/chosen': '1.818', 'logits/rejected': '1.819', 'epoch': '0.5352'}
{'loss': '0.3063', 'grad_norm': '5.223', 'learning_rate': '2.551e-07', 'rewards/chosen': '0.5848', 'rewards/rejected': '-0.4685', 'rewards/accuracies': '1', 'rewards/margins': '1.053', 'logps/chosen': '-151.8', 'logps/rejected': '-72.69', 'logits/chosen': '1.793', 'logits/rejected': '1.787', 'epoch': '0.5459'}
{'loss': '0.2966', 'grad_norm': '5.002', 'learning_rate': '2.491e-07', 'rewards/chosen': '0.613', 'rewards/rejected': '-0.4746', 'rewards/accuracies': '1', 'rewards/margins': '1.088', 'logps/chosen': '-152.8', 'logps/rejected': '-73.24', 'logits/chosen': '1.786', 'logits/rejected': '1.775', 'epoch': '0.5566'}
{'loss': '0.2992', 'grad_norm': '4.841', 'learning_rate': '2.431e-07', 'rewards/chosen': '0.6055', 'rewards/rejected': '-0.4856', 'rewards/accuracies': '1', 'rewards/margins': '1.091', 'logps/chosen': '-157.1', 'logps/rejected': '-73.21', 'logits/chosen': '1.776', 'logits/rejected': '1.815', 'epoch': '0.5673'}
{'loss': '0.2907', 'grad_norm': '5.207', 'learning_rate': '2.371e-07', 'rewards/chosen': '0.5839', 'rewards/rejected': '-0.5311', 'rewards/accuracies': '1', 'rewards/margins': '1.115', 'logps/chosen': '-147.1', 'logps/rejected': '-74.04', 'logits/chosen': '1.744', 'logits/rejected': '1.814', 'epoch': '0.578'}
{'loss': '0.2701', 'grad_norm': '4.498', 'learning_rate': '2.311e-07', 'rewards/chosen': '0.6574', 'rewards/rejected': '-0.5398', 'rewards/accuracies': '1', 'rewards/margins': '1.197', 'logps/chosen': '-154.3', 'logps/rejected': '-73.39', 'logits/chosen': '1.754', 'logits/rejected': '1.789', 'epoch': '0.5887'}
{'loss': '0.286', 'grad_norm': '4.542', 'learning_rate': '2.251e-07', 'rewards/chosen': '0.6039', 'rewards/rejected': '-0.5367', 'rewards/accuracies': '1', 'rewards/margins': '1.141', 'logps/chosen': '-144.8', 'logps/rejected': '-74.48', 'logits/chosen': '1.771', 'logits/rejected': '1.808', 'epoch': '0.5994'}
{'loss': '0.2573', 'grad_norm': '4.634', 'learning_rate': '2.192e-07', 'rewards/chosen': '0.657', 'rewards/rejected': '-0.6013', 'rewards/accuracies': '1', 'rewards/margins': '1.258', 'logps/chosen': '-156.3', 'logps/rejected': '-75.87', 'logits/chosen': '1.782', 'logits/rejected': '1.829', 'epoch': '0.6101'}
{'loss': '0.2577', 'grad_norm': '4.613', 'learning_rate': '2.132e-07', 'rewards/chosen': '0.6915', 'rewards/rejected': '-0.566', 'rewards/accuracies': '1', 'rewards/margins': '1.257', 'logps/chosen': '-148.3', 'logps/rejected': '-75.26', 'logits/chosen': '1.724', 'logits/rejected': '1.818', 'epoch': '0.6208'}
{'loss': '0.2486', 'grad_norm': '4.483', 'learning_rate': '2.072e-07', 'rewards/chosen': '0.7004', 'rewards/rejected': '-0.5891', 'rewards/accuracies': '1', 'rewards/margins': '1.289', 'logps/chosen': '-162.4', 'logps/rejected': '-74.34', 'logits/chosen': '1.823', 'logits/rejected': '1.812', 'epoch': '0.6315'}
{'loss': '0.2471', 'grad_norm': '4.31', 'learning_rate': '2.012e-07', 'rewards/chosen': '0.6988', 'rewards/rejected': '-0.6046', 'rewards/accuracies': '1', 'rewards/margins': '1.303', 'logps/chosen': '-152.4', 'logps/rejected': '-74.63', 'logits/chosen': '1.803', 'logits/rejected': '1.874', 'epoch': '0.6422'}
{'loss': '0.2576', 'grad_norm': '4.563', 'learning_rate': '1.952e-07', 'rewards/chosen': '0.6516', 'rewards/rejected': '-0.6036', 'rewards/accuracies': '1', 'rewards/margins': '1.255', 'logps/chosen': '-157.9', 'logps/rejected': '-74.43', 'logits/chosen': '1.776', 'logits/rejected': '1.778', 'epoch': '0.6529'}
{'loss': '0.2495', 'grad_norm': '4.084', 'learning_rate': '1.892e-07', 'rewards/chosen': '0.6801', 'rewards/rejected': '-0.6197', 'rewards/accuracies': '1', 'rewards/margins': '1.3', 'logps/chosen': '-154.4', 'logps/rejected': '-74.51', 'logits/chosen': '1.769', 'logits/rejected': '1.844', 'epoch': '0.6636'}
{'loss': '0.2583', 'grad_norm': '4.464', 'learning_rate': '1.832e-07', 'rewards/chosen': '0.6123', 'rewards/rejected': '-0.6509', 'rewards/accuracies': '1', 'rewards/margins': '1.263', 'logps/chosen': '-157', 'logps/rejected': '-75.88', 'logits/chosen': '1.764', 'logits/rejected': '1.822', 'epoch': '0.6743'}
{'loss': '0.2484', 'grad_norm': '4.776', 'learning_rate': '1.772e-07', 'rewards/chosen': '0.6725', 'rewards/rejected': '-0.637', 'rewards/accuracies': '1', 'rewards/margins': '1.309', 'logps/chosen': '-152.8', 'logps/rejected': '-73.87', 'logits/chosen': '1.772', 'logits/rejected': '1.795', 'epoch': '0.685'}
{'loss': '0.2263', 'grad_norm': '4.445', 'learning_rate': '1.713e-07', 'rewards/chosen': '0.754', 'rewards/rejected': '-0.662', 'rewards/accuracies': '1', 'rewards/margins': '1.416', 'logps/chosen': '-152.2', 'logps/rejected': '-75.7', 'logits/chosen': '1.831', 'logits/rejected': '1.822', 'epoch': '0.6957'}
{'loss': '0.2352', 'grad_norm': '3.785', 'learning_rate': '1.653e-07', 'rewards/chosen': '0.6973', 'rewards/rejected': '-0.6751', 'rewards/accuracies': '1', 'rewards/margins': '1.372', 'logps/chosen': '-145.2', 'logps/rejected': '-75.69', 'logits/chosen': '1.753', 'logits/rejected': '1.812', 'epoch': '0.7064'}
{'loss': '0.2325', 'grad_norm': '4.218', 'learning_rate': '1.593e-07', 'rewards/chosen': '0.719', 'rewards/rejected': '-0.6654', 'rewards/accuracies': '1', 'rewards/margins': '1.384', 'logps/chosen': '-161.2', 'logps/rejected': '-75.36', 'logits/chosen': '1.842', 'logits/rejected': '1.86', 'epoch': '0.7172'}
{'loss': '0.2237', 'grad_norm': '4.008', 'learning_rate': '1.533e-07', 'rewards/chosen': '0.7074', 'rewards/rejected': '-0.705', 'rewards/accuracies': '1', 'rewards/margins': '1.412', 'logps/chosen': '-141.6', 'logps/rejected': '-76.42', 'logits/chosen': '1.807', 'logits/rejected': '1.883', 'epoch': '0.7279'}
{'loss': '0.2193', 'grad_norm': '4.202', 'learning_rate': '1.473e-07', 'rewards/chosen': '0.7597', 'rewards/rejected': '-0.6927', 'rewards/accuracies': '1', 'rewards/margins': '1.452', 'logps/chosen': '-164.2', 'logps/rejected': '-75.99', 'logits/chosen': '1.78', 'logits/rejected': '1.774', 'epoch': '0.7386'}
{'loss': '0.2199', 'grad_norm': '4.192', 'learning_rate': '1.413e-07', 'rewards/chosen': '0.7453', 'rewards/rejected': '-0.6922', 'rewards/accuracies': '1', 'rewards/margins': '1.437', 'logps/chosen': '-151.6', 'logps/rejected': '-76.09', 'logits/chosen': '1.771', 'logits/rejected': '1.85', 'epoch': '0.7493'}
{'loss': '0.2089', 'grad_norm': '3.677', 'learning_rate': '1.353e-07', 'rewards/chosen': '0.7922', 'rewards/rejected': '-0.7087', 'rewards/accuracies': '1', 'rewards/margins': '1.501', 'logps/chosen': '-172', 'logps/rejected': '-75.7', 'logits/chosen': '1.829', 'logits/rejected': '1.843', 'epoch': '0.76'}
{'loss': '0.218', 'grad_norm': '4', 'learning_rate': '1.293e-07', 'rewards/chosen': '0.7382', 'rewards/rejected': '-0.7233', 'rewards/accuracies': '1', 'rewards/margins': '1.461', 'logps/chosen': '-151.3', 'logps/rejected': '-76.21', 'logits/chosen': '1.792', 'logits/rejected': '1.838', 'epoch': '0.7707'}
{'loss': '0.211', 'grad_norm': '4.082', 'learning_rate': '1.234e-07', 'rewards/chosen': '0.7555', 'rewards/rejected': '-0.7382', 'rewards/accuracies': '1', 'rewards/margins': '1.494', 'logps/chosen': '-150.8', 'logps/rejected': '-77.31', 'logits/chosen': '1.753', 'logits/rejected': '1.794', 'epoch': '0.7814'}
{'loss': '0.2006', 'grad_norm': '3.769', 'learning_rate': '1.174e-07', 'rewards/chosen': '0.8284', 'rewards/rejected': '-0.7304', 'rewards/accuracies': '1', 'rewards/margins': '1.559', 'logps/chosen': '-166.1', 'logps/rejected': '-76.59', 'logits/chosen': '1.807', 'logits/rejected': '1.784', 'epoch': '0.7921'}
{'loss': '0.2002', 'grad_norm': '3.797', 'learning_rate': '1.114e-07', 'rewards/chosen': '0.7996', 'rewards/rejected': '-0.7488', 'rewards/accuracies': '1', 'rewards/margins': '1.548', 'logps/chosen': '-160.1', 'logps/rejected': '-76.11', 'logits/chosen': '1.839', 'logits/rejected': '1.764', 'epoch': '0.8028'}
{'loss': '0.1994', 'grad_norm': '3.503', 'learning_rate': '1.054e-07', 'rewards/chosen': '0.7902', 'rewards/rejected': '-0.7651', 'rewards/accuracies': '1', 'rewards/margins': '1.555', 'logps/chosen': '-148.6', 'logps/rejected': '-75.74', 'logits/chosen': '1.683', 'logits/rejected': '1.769', 'epoch': '0.8135'}
{'loss': '0.2036', 'grad_norm': '3.561', 'learning_rate': '9.94e-08', 'rewards/chosen': '0.7689', 'rewards/rejected': '-0.7651', 'rewards/accuracies': '1', 'rewards/margins': '1.534', 'logps/chosen': '-165.8', 'logps/rejected': '-77.32', 'logits/chosen': '1.782', 'logits/rejected': '1.811', 'epoch': '0.8242'}
{'loss': '0.2129', 'grad_norm': '3.647', 'learning_rate': '9.341e-08', 'rewards/chosen': '0.7596', 'rewards/rejected': '-0.7403', 'rewards/accuracies': '1', 'rewards/margins': '1.5', 'logps/chosen': '-160.7', 'logps/rejected': '-75.83', 'logits/chosen': '1.773', 'logits/rejected': '1.875', 'epoch': '0.8349'}
{'loss': '0.2047', 'grad_norm': '3.582', 'learning_rate': '8.743e-08', 'rewards/chosen': '0.7534', 'rewards/rejected': '-0.7765', 'rewards/accuracies': '1', 'rewards/margins': '1.53', 'logps/chosen': '-143.6', 'logps/rejected': '-76.24', 'logits/chosen': '1.702', 'logits/rejected': '1.796', 'epoch': '0.8456'}
